"sentiment","score","negative","neutral","positive","id_user","name_user","id_tweet","text_tweet","date_tweet","nb_interactions","retweet_count","reply_count","like_count","quote_count"
"Neutral",0.467,0.43555486,0.46666485,0.097780235,26110930,"LCI",1619599080514109441,"Homosexualité et ""péché"" : la mise au point du pape François https://t.co/RGz0RZLGKP https://t.co/9ZKMLkaT0w","2023-01-29 08:31:26",68,6,24,34,4
"Negative",0.941,0.9412746,0.032831002,0.025894383,26110930,"LCI",1619591740876328960,"""Les modérateurs en ont marre de l'inflation"" : Emmanuel Macron a été mystérieusement banni de TikTok https://t.co/OjLCuoN6gp https://t.co/lz8otP0eqM","2023-01-29 08:02:16",441,96,58,274,13
"Neutral",0.557,0.104829125,0.5569777,0.3381932,26110930,"LCI",1619584152788951040,"Magasins éphémères, dons, outlets : la deuxième vie des invendus des soldes https://t.co/rCWdH7gYNd https://t.co/Z5SznN2eug","2023-01-29 07:32:07",13,1,1,11,0
"Negative",0.586,0.5860897,0.184348,0.22956225,26110930,"LCI",1619576341602471936,"Bretagne : dans la nurserie des phoques gris, un refuge pour les jeunes mammifères blessés pendant l'hiver https://t.co/8YH0BNjRB8 https://t.co/N2vyvJz8z5","2023-01-29 07:01:04",33,7,1,25,0
"Negative",0.936,0.93645704,0.039671414,0.023871582,26110930,"LCI",1619463154957799426,"Une guerre contre la Chine d'ici peu ? L'inquiétante prédiction d'un général américain https://t.co/NGhY4gN4zx https://t.co/5IefItbE76","2023-01-28 23:31:18",121,19,44,55,3
"Neutral",0.485,0.19233586,0.48476297,0.32290113,26110930,"LCI",1619455665465954305,"Covid : les contrôles imposés aux voyageurs chinois prolongés jusqu'au 15 février en France https://t.co/UuviBeJ79r https://t.co/ZS2bjQmHjD","2023-01-28 23:01:33",51,6,8,37,0
"Negative",0.879,0.8785649,0.09840661,0.023028484,26110930,"LCI",1619448112392675328,"Une capsule radioactive disparaît en Australie : d'intenses recherches menées pour la retrouver https://t.co/RLAUh0ky7a https://t.co/BjjchPldqC","2023-01-28 22:31:32",30,6,3,19,2
"Negative",0.896,0.89613205,0.08491677,0.018951105,26110930,"LCI",1619440465534648325,"Guerre en Ukraine : un proche de Poutine défie les Occidentaux https://t.co/PPyFuOQZ0H https://t.co/EWmIjCv4yq","2023-01-28 22:01:09",120,10,46,61,3
"Negative",0.844,0.8440823,0.13535935,0.0205584,26110930,"LCI",1619436784663789570,"Rappel produit : du lait en poudre Gallia suspecté de ""contamination bactériologique"" https://t.co/jwHQfLIVk3 https://t.co/FeNVQKaPNw","2023-01-28 21:46:31",17,5,2,9,1
"Negative",0.933,0.933036,0.045911618,0.021052314,26110930,"LCI",1619433160810369025,"Feu rouge, mouvements de foule, colis suspect : ces caméras intelligentes travaillent (presque) seules https://t.co/74VCAkkD2t https://t.co/6kUoa819ds","2023-01-28 21:32:07",22,1,5,14,2
"Positive",0.634,0.08077194,0.28532556,0.6339025,26110930,"LCI",1619429064464338948,"25.000 étrangers naturalisés pour avoir été en première ligne face au Covid https://t.co/dJ9mJzDfRn https://t.co/XvJFNxKV68","2023-01-28 21:15:51",187,31,29,123,4
"Negative",0.936,0.93645704,0.039671414,0.023871582,26110930,"LCI",1619427157251432453,"Une guerre contre la Chine d'ici peu ? L'inquiétante prédiction d'un général américain https://t.co/jcyFsxeBHW https://t.co/ChcVVqTj48","2023-01-28 21:08:16",37,3,12,21,1
"Positive",0.656,0.033005126,0.310679,0.65631586,26110930,"LCI",1619425496147660800,"Après 17 mois d'arrêt, le premier réacteur de la centrale nucléaire de Civaux a redémarré https://t.co/FEjFMc4JTG https://t.co/RsAIB2beBe","2023-01-28 21:01:40",67,9,5,53,0
"Positive",0.87,0.02448881,0.10551236,0.8699988,26110930,"LCI",1619421114173644801,"Il fête ses 25 ans ce samedi : le Stade de France en dix moments marquants https://t.co/FWUU9mKenn https://t.co/BuD138iXTg","2023-01-28 20:44:15",16,2,1,12,1
"Negative",0.888,0.8880079,0.089885585,0.02210658,26110930,"LCI",1619418112197070848,"Livraisons de colis : la rude concurrence des sous-traitants https://t.co/vxaB9m5eaa https://t.co/TCQDPuKBKg","2023-01-28 20:32:19",16,3,2,11,0
"Neutral",0.852,0.047907162,0.8524104,0.09968248,26110930,"LCI",1619414341182230532,"France-Danemark : à quelle heure et sur quelle chaîne suivre la finale du Mondial de handball 2023 ? https://t.co/81q8dKVKYD https://t.co/XOWFp9kAGx","2023-01-28 20:17:20",14,1,3,9,1
"Neutral",0.55,0.23316434,0.5496771,0.2171586,26110930,"LCI",1619410466345832448,"La Nasa capture une tête d'ours à la surface de Mars https://t.co/6EEg03Bn5n https://t.co/WV4bknxZ64","2023-01-28 20:01:57",250,25,49,169,7
"Positive",0.722,0.09629948,0.18144436,0.7222562,26110930,"LCI",1619408609477017603,"🔴 𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 - #Retraites : Mélenchon suggère aux syndicats une ""très grande marche"" un week-end https://t.co/G0zVd3hCZV #Retraites https://t.co/Jc4fWebfXN","2023-01-28 19:54:34",56,4,39,10,3
"Positive",0.436,0.3269361,0.23712228,0.4359416,26110930,"LCI",1619407767592132608,"""On n'y est pas"" : Emmanuel Macron appelle à ""doubler le taux d'effort"" pour réduire ses émissions de CO2 https://t.co/KJF03G8zPn https://t.co/6J1sl7wUWL","2023-01-28 19:51:13",2810,140,1636,595,439
"Positive",0.451,0.21847263,0.33087552,0.45065182,26110930,"LCI",1619402684028567552,"Fin des terrasses chauffées : comment les restaurateurs tentent de garder leur clientèle https://t.co/5MxUsOjMb9 https://t.co/Q9ZZQhZpgu","2023-01-28 19:31:01",50,9,13,21,7
"Positive",0.373,0.31719437,0.30966416,0.37314153,26110930,"LCI",1619395219312582656,"Combats ""féroces"" à Vougledar, Macron veut continuer de parler avec la Russie... le point sur la situation en Ukraine https://t.co/5z9i8NaAC6 https://t.co/3ZcH3atRj2","2023-01-28 19:01:21",92,7,48,34,3
"Neutral",0.437,0.4081717,0.43659672,0.15523161,26110930,"LCI",1619387693024120832,"Covid-19 : la fin des arrêts de travail dérogatoires en cas de test positif https://t.co/GVHZo7Gs0o https://t.co/Yg7Ew9plOD","2023-01-28 18:31:27",20,3,8,9,0
"Positive",0.478,0.35375884,0.1680248,0.4782163,26110930,"LCI",1619383817487147010,"Des téléphones qui valent de l'or : de plus en plus chers, les smartphones ciblés par les braqueurs https://t.co/lXPiJtc2DX https://t.co/EStKmuUk2X","2023-01-28 18:16:03",39,8,10,20,1
"Positive",0.556,0.039597474,0.40426472,0.5561378,26110930,"LCI",1619380149111193601,"Il pèse, scanne, calcule et vous permet de payer : la révolution du chariot connecté pour faire vos courses https://t.co/9fIlPCYuoo https://t.co/pJXXIJGgZF","2023-01-28 18:01:28",94,12,35,32,15
"Neutral",0.777,0.029621111,0.77721566,0.19316329,26110930,"LCI",1619372521924530181,"À Nancy, cet ascenseur fonctionne avec des créneaux horaires et un (long) temps d'attente https://t.co/CTJgOCSjlq https://t.co/JPFGPlrCtO","2023-01-28 17:31:10",29,4,12,12,1
"Negative",0.906,0.90647864,0.059642714,0.033878617,26110930,"LCI",1619368794622758914,"""Qu'ils comprennent leurs erreurs"" : quatre collégiens seront jugés pour harcèlement après le suicide de Lucas https://t.co/BmgykgELeM https://t.co/qf2wh2NjMp","2023-01-28 17:16:21",36,2,6,26,2
"Positive",0.676,0.07028175,0.25349188,0.6762264,26110930,"LCI",1619365602413481985,"Congrès du PS : la victoire d'Olivier Faure entérinée après un accord avec Nicolas Mayer-Rossignol https://t.co/mj20xQpbVA https://t.co/ZFz8cifMG4","2023-01-28 17:03:40",47,7,21,16,3
"Negative",0.783,0.7833785,0.12207773,0.09454382,26110930,"LCI",1619365118843785218,"Retour précoce des chenilles processionnaires : comment s'en débarrasser ? https://t.co/0EDOEEJZQh https://t.co/Iuv4ZskSFi","2023-01-28 17:01:45",42,7,15,20,0
"Negative",0.957,0.95655394,0.028334074,0.015111913,26110930,"LCI",1619361129335083008,"Trois minutes d'une violence inouïe : les images de l'arrestation qui a coûté la vie à un Afro-Américain https://t.co/ZV8nQSUrLD https://t.co/TaybkPpuCk","2023-01-28 16:45:54",92,11,32,46,3
"Positive",0.756,0.031057999,0.21324304,0.7556989,26110930,"LCI",1619357422006554624,"Les secrets du fromage à raclette, le plat préféré des Français https://t.co/47ya6cZyxd https://t.co/s3FyvxpGnX","2023-01-28 16:31:10",51,4,13,32,2
"Negative",0.936,0.9356366,0.047743153,0.016620275,26110930,"LCI",1619353667043295232,"Conflit israélo-palestinien : la crainte d'un embrasement après plusieurs attaques https://t.co/Bi4JhEKa9S https://t.co/Msr9wMiW5c","2023-01-28 16:16:15",30,3,11,15,1
"Neutral",0.698,0.043120027,0.6978317,0.2590483,26110930,"LCI",1619349869633617922,"VIDÉO - Star Academy : Anisha, Enola, Léa et Louis donnent de leurs nouvelles dans ""50' Inside"" https://t.co/6crHnupGpK https://t.co/qrsIiej6ZO","2023-01-28 16:01:09",8,2,2,4,0
"Negative",0.837,0.8373802,0.11028739,0.05233246,26110930,"LCI",1619342585356484609,"Pourquoi cette cascade coule à l'envers https://t.co/DjSpHMkBLr https://t.co/wX6QJmkOxh","2023-01-28 15:32:12",27,6,4,16,1
"Negative",0.943,0.9430307,0.04151574,0.015453561,26110930,"LCI",1619334924665819138,"Ajaccio : un mois après l'orage, un immeuble toujours menacé d'effondrement https://t.co/mHMoic7OrT https://t.co/AORTp6rpY1","2023-01-28 15:01:46",20,4,0,16,0
"Negative",0.783,0.7831654,0.19424163,0.022593014,26110930,"LCI",1619331092154126338,"États-Unis : ce qu'il faut savoir sur la mort de l'Afro-américain Tyre Nichols https://t.co/eahNQKnhMl https://t.co/dox71wsLQZ","2023-01-28 14:46:32",28,7,10,10,1
"Neutral",0.58,0.07037063,0.5802944,0.34933504,26110930,"LCI",1619327292945178624,"70 ans de la Patrouille de France : les premières images de la nouvelle chorégraphie des Alphajets https://t.co/V9DQ0saH3G https://t.co/leKZQYglBF","2023-01-28 14:31:26",48,5,9,32,2
"Negative",0.768,0.7683915,0.18716462,0.04444395,26110930,"LCI",1619323501470523395,"Congrès du PS : Olivier Faure et Nicolas Mayer-Rossignolet, vers une sortie de crise ? https://t.co/6MG8DbYUd8 https://t.co/bm2JLVfRJd","2023-01-28 14:16:22",5,1,2,2,0
"Negative",0.901,0.90136033,0.06279412,0.03584562,26110930,"LCI",1619319854426738688,"Cyclisme : les adieux à la route de Peter Sagan, star du public et du peloton https://t.co/TuxLVd4qcQ https://t.co/8ysevsI87O","2023-01-28 14:01:53",5,0,1,4,0
"Negative",0.934,0.9338797,0.0483789,0.017741453,26110930,"LCI",1619316120262950912,"Mort de Tyre Nichols : la vidéo choc de l’arrestation d’un jeune Afro-Américain passé à tabac par des policiers https://t.co/JfhkuSkf7E https://t.co/sHV6i0YWsx","2023-01-28 13:47:03",152,26,57,65,4
"Negative",0.907,0.9065633,0.05324676,0.04018992,26110930,"LCI",1619312106267975681,"Dix minutes pour prendre l’ascenseur : la galère à peine croyable des habitants d’une tour de Nancy https://t.co/BjKqXxOXS8 https://t.co/72KdjL0MDE","2023-01-28 13:31:06",11,3,1,7,0
"Negative",0.931,0.93118346,0.04779771,0.021018788,26110930,"LCI",1619308332593958912,"Guerre en Ukraine : combats acharnés dans l'est, Emmanuel Macron continuera ""à parler"" à la Russie https://t.co/u6Kq4ESBoV https://t.co/JkUKZVjpjU","2023-01-28 13:16:06",125,15,66,41,3
"Neutral",0.462,0.21111561,0.46188417,0.3270002,26110930,"LCI",1619304592465870851,"""Mask Singer"" : Elodie Frégé et Michèle Bernier rejoignent Kev Adams et Jeff Panacloc dans le jury https://t.co/MK9qL0uCNP https://t.co/vimdYxeGvK","2023-01-28 13:01:14",8,0,0,8,0
"Negative",0.9,0.89963084,0.07965895,0.020710163,26110930,"LCI",1619300842812710917,"Jérusalem : 42 personnes arrêtées après l'attaque contre une synagogue ayant fait 7 morts https://t.co/GG78Cu7vT6 https://t.co/0s6gObUVvY","2023-01-28 12:46:20",13,2,1,9,1
"Negative",0.916,0.915957,0.06437138,0.019671682,26110930,"LCI",1619299757658185728,"Jérusalem-Est : un Palestinien de 13 ans identifié comme l'auteur d'une nouvelle attaque qui a fait deux blessés https://t.co/t4psenX5nR https://t.co/6mheubZq3P","2023-01-28 12:42:02",15,3,6,5,1
"Neutral",0.514,0.13534814,0.51389635,0.3507555,26110930,"LCI",1619297008790937600,"VIDÉO - ""Je veux savoir si le Père Noël existe"" : la fantastique enquête d’une fillette aux États-Unis https://t.co/2HGyclcsKH https://t.co/yb16LnJpCS","2023-01-28 12:31:06",33,2,12,18,1
"Positive",0.65,0.023594841,0.32609275,0.6503125,26110930,"LCI",1619289678472937472,"La beauté et la minutie du geste : Olivier, profession sculpteur de légumes https://t.co/lWX7rxGWbd https://t.co/G0qN3MImpF","2023-01-28 12:01:58",12,0,0,12,0
"Negative",0.365,0.3649627,0.31652915,0.31850815,26110930,"LCI",1619281891919527936,"Rendez-vous non honorés : des syndicats de médecins veulent faire payer la consultation https://t.co/lmCJURZ278 https://t.co/LSmcDyZowl","2023-01-28 11:31:02",72,8,22,42,0
"Negative",0.701,0.70123065,0.20376821,0.09500119,26110930,"LCI",1619277856177111042,"📌 AUJOURD'HUI

🗣️ Comment briser le tabou du cancer en entreprise ?

▶  Anne Ramon  (@AnneRamon1), directrice #RSE de Malakoff Humanis, est l'invitée de @SylviaAmicone dans ""Impact Positif"" (@IPositifs).

⏰ Tous les samedis à partir de 14h45 sur #La26 https://t.co/iPVWF50YD4","2023-01-28 11:15:00",18,5,2,11,0
"Negative",0.777,0.7769337,0.15088765,0.07217852,26110930,"LCI",1619274375303233537,"Dix minutes par heure, pas plus : ces Nancéens exaspérés par leur unique ascenseur https://t.co/NRdw4DT6H7 https://t.co/WWrOciXYRd","2023-01-28 11:01:10",16,2,2,11,1
"Positive",0.641,0.079456,0.2800108,0.64053327,26110930,"LCI",1619266874935484417,"Plutôt que d'augmenter leur salaire, un patron normand offre... une voiture électrique à tous ses employés https://t.co/S92i0vYdsx https://t.co/eT1CbVEZwk","2023-01-28 10:31:22",384,45,56,273,10
"Negative",0.47,0.46977976,0.24492438,0.28529584,26110930,"LCI",1619263126238527488,"Décoré par la reine, l'acteur Alan Cumming rend sa médaille et cite ""la toxicité"" de l'Empire britannique https://t.co/YqKf9aq3Is https://t.co/1BB5fDkONG","2023-01-28 10:16:28",130,21,22,83,4
"Positive",0.729,0.04935438,0.22189598,0.72874963,26110930,"LCI",1619259453093683200,"Environnement : ces vignerons plantent des arbres sur leur terrain pour recréer l'agriculture d'autrefois https://t.co/YrAYWs2wUH https://t.co/zpa6TLPrAV","2023-01-28 10:01:52",44,4,4,36,0
"Positive",0.426,0.37884507,0.19496745,0.42618752,26110930,"LCI",1619251986318213120,"Espèces protégées : dans les Calanques, les gendarmes patrouillent pour dissuader les braconniers https://t.co/r4NoUbPTwZ https://t.co/tv94JL1uQ8","2023-01-28 09:32:12",21,3,2,16,0
"Negative",0.562,0.5623756,0.33166614,0.10595823,26110930,"LCI",1619244268765282306,"Pas d'employé, pas de magasin : en Dordogne, ce boulanger travaille au bord de la route ! https://t.co/y9oxlN71io https://t.co/30BeDACiM0","2023-01-28 09:01:32",227,35,40,148,4
"Neutral",0.535,0.27446106,0.5345962,0.19094269,26110930,"LCI",1619236511886483456,"Qui est Bella Ramsey, la jeune actrice qui crève l'écran (et les zombies) dans ""The Last of Us"" ? https://t.co/GI8kjMbjJW https://t.co/l8cVzsrhkH","2023-01-28 08:30:43",16,1,3,12,0
"Negative",0.778,0.7784914,0.1556905,0.065818086,26110930,"LCI",1619229366986088451,"VIDÉO - Les boutiques de téléphones, nouvelle cible privilégiée des braqueurs https://t.co/6nJGeeuorS https://t.co/EUgKprzxYh","2023-01-28 08:02:19",14,0,4,9,1
"Negative",0.853,0.8531511,0.11182863,0.035020273,26110930,"LCI",1619221570664243200,"VIDÉO - Turquie : privé de freins, le bus termine sa course folle dans l'eau https://t.co/PpnfHAX9Fr https://t.co/oHyp5RRIVp","2023-01-28 07:31:20",16,0,3,13,0
"Positive",0.645,0.033925176,0.32120162,0.64487326,26110930,"LCI",1619214109819502592,"Euromillions : un gagnant à 1 million d'euros recherché par la FDJ (et par nous aussi) https://t.co/rvNMVwC2jM https://t.co/x3mDJnBYR4","2023-01-28 07:01:41",41,3,14,23,1
"Neutral",0.545,0.05486582,0.5450173,0.40011683,26110930,"LCI",1619206378798686210,"Numérique : Pix, ce dispositif bientôt généralisé à tous les élèves de 6e https://t.co/PMJCp3RYSi https://t.co/zMTNU3gYYl","2023-01-28 06:30:58",11,1,1,9,0
"Negative",0.556,0.55629605,0.23586877,0.20783529,26110930,"LCI",1619198878200520704,"Règles, grossesses, ménopause… Pourquoi elles pourraient augmenter le risque de maladie de Parkinson https://t.co/VJNN5kBHgl https://t.co/M51LlG6oHK","2023-01-28 06:01:10",21,2,5,13,1
"Negative",0.466,0.46598557,0.45268843,0.081325985,26110930,"LCI",1619107937577746433,"Mais où est passé Brad Pitt depuis sa petite danse au 20H de TF1 ? https://t.co/n5ymAEFNeC https://t.co/zV6nrdDYPe","2023-01-27 23:59:48",45,6,9,29,1
"Negative",0.871,0.8709174,0.0953806,0.033702053,26110930,"LCI",1619100762771955714,"Moins de 30h dans certaines régions : la France a connu un faible taux d'ensoleillement en décembre et en janvier https://t.co/pTMlQz0Xf1 https://t.co/SMmiWHCSbJ","2023-01-27 23:31:17",13,1,3,9,0
"Positive",0.712,0.05991904,0.22805497,0.712026,26110930,"LCI",1619097650984263680,"Retraites : les députés écologistes proposent de décaler la réforme... jusqu'en 2120 https://t.co/lhRby0AJa5 https://t.co/KRTcxJPrqo","2023-01-27 23:18:56",33,6,11,16,0
"Negative",0.943,0.94320035,0.03865591,0.018143743,26110930,"LCI",1619089474738180096,"Mort de Tyre Nichols aux États-Unis : des images ""alarmantes"" de son arrestation fatale dévoilées ce vendredi soir https://t.co/xooUIdtJsN https://t.co/WhEcnDaWze","2023-01-27 22:46:26",14,3,3,8,0
"Neutral",0.426,0.17649786,0.42642543,0.39707673,26110930,"LCI",1619085838586880010,"Hautes-Alpes : Freissinières, petit village qui règne sur la vallée des glaces https://t.co/ptYXfHn1ae https://t.co/nJ300ulCfO","2023-01-27 22:31:59",8,1,0,7,0
"Negative",0.917,0.917057,0.056980487,0.025962545,26110930,"LCI",1619082052397047809,"Les laboratoires Urgo condamnés pour infraction à la loi ""anti-cadeaux"" https://t.co/QW4rNdBRpS https://t.co/6oXiIJkwBM","2023-01-27 22:16:57",12,3,1,8,0
"Neutral",0.476,0.063513644,0.47604695,0.4604395,26110930,"LCI",1619079675531108354,"DOCUMENT #TF1 – ""On reconstruira notre pays"" : une Iranienne filme son quotidien à Téhéran https://t.co/uGVdDimpYc https://t.co/w51SBrWGyf","2023-01-27 22:07:30",15,2,0,13,0
"Negative",0.522,0.521774,0.39208695,0.08613905,26110930,"LCI",1619078375288578048,"Insomnie chronique : quels sont les symptômes et comment la combattre ? https://t.co/6caTT2lWAB https://t.co/mtVVIpbdNJ","2023-01-27 22:02:20",19,1,7,9,2
"Negative",0.926,0.9263353,0.055074807,0.018589878,26110930,"LCI",1619076354061770768,"Grève le 14 février : les médecins libéraux annoncent une nouvelle ""fermeture des cabinets"" https://t.co/3QmCONHK7S https://t.co/NGkoMndShp","2023-01-27 21:54:18",23,6,6,11,0
"Negative",0.864,0.86431307,0.1078466,0.02784029,26110930,"LCI",1619074553849810944,"VIDÉO - Brésil : une enquête pour ""génocide"" ouverte après la mort d'une centaine d'enfants Yanomami https://t.co/3Jtnp7OAmT https://t.co/argCXKLVbn","2023-01-27 21:47:09",16,6,0,10,0
"Positive",0.447,0.12771869,0.42493504,0.44734624,26110930,"LCI",1619070677037752325,"Pamela Anderson se met à nu sur Netflix : ""À part les cheveux, les seins et les chaussures, tout est naturel"" https://t.co/1FtcaejFC6 https://t.co/xoJ4hNIfgO","2023-01-27 21:31:44",5,0,1,4,0
"Negative",0.87,0.86987615,0.08426872,0.045855142,26110930,"LCI",1619067625803288579,"Retraites : polémique autour d'un mail du gouvernement à des fonctionnaires pour vanter la réforme https://t.co/SaVQp1t2dX https://t.co/vboKwJleNh","2023-01-27 21:19:37",24,6,8,9,1
"Negative",0.897,0.89699334,0.083841965,0.01916472,26110930,"LCI",1619065932374020118,"Conflit israélo-palestinien : une fusillade à Jérusalem-Est près d'une synagogue fait au moins sept morts https://t.co/edJ9OHLSUt https://t.co/Vb6WDOJf4k","2023-01-27 21:12:53",59,7,26,24,2
"Negative",0.717,0.7167541,0.14838691,0.13485904,26110930,"LCI",1619065786810699783,"🔴🗣️ ""Je ne crains rien. On s'en fout du tribunal. La Russie, c'est le plus grand pays d'Europe. On ne va pas vous donner la possibilité de nous juger."" Piotr Tolstoï, vice-président russe de la Douma

📲 Dans #Le20hdeDariusRochebin @DariusRochebin https://t.co/DjZ1PBUvz5","2023-01-27 21:12:19",6459,1342,1287,3547,283
"Positive",0.486,0.19738713,0.316917,0.48569593,26110930,"LCI",1619064201548337166,"🔴🗣️ ""Vos livraisons nous poussent à aller plus loin."" Piotr Tolstoï, vice-président russe de la Douma

📲 Dans #Le20hdeDariusRochebin @DariusRochebin https://t.co/E5KNR2hqeW","2023-01-27 21:06:01",840,157,200,457,26
"Negative",0.502,0.50183713,0.21936312,0.27879977,26110930,"LCI",1619062251578658834,"Disparition d'Aurélien à Rouen : ""Nous gardons ce 1% d'espoir de le retrouver vivant"" https://t.co/Hsn9kt2SGy https://t.co/4dnROqEyyP","2023-01-27 20:58:16",18,6,0,12,0
"Negative",0.721,0.72128445,0.15054403,0.12817149,26110930,"LCI",1619062135182528523,"🔴🗣️ - Si la France livre des Leclerc ? ""On va les brûler."" avertit Piotr Tolstoï, vice-président russe de la Douma

📲 Dans #Le20hdeDariusRochebin @DariusRochebin https://t.co/4oMtUF16pS","2023-01-27 20:57:48",604,109,91,391,13
"Negative",0.371,0.37064514,0.3006845,0.32867035,26110930,"LCI",1619060924152745986,"🔴🗣️ ""On ne vise pas les civils ukrainiens. On ne va pas brûler l'Ukraine : c'est notre pays, notre terre, notre peuple."" Piotr Tolstoï, vice-président russe de la Douma

📲 Dans #Le20hdeDariusRochebin @DariusRochebin https://t.co/pAySWtApB3","2023-01-27 20:52:59",1708,346,306,1017,39
"Negative",0.911,0.9107692,0.057590965,0.031639803,26110930,"LCI",1619060205035159554,"🔴🗣️ ""Les chars allemands, français seront brûlés par l'armée russe. Cela prolonge la guerre et ça fera davantage de morts."" Piotr Tolstoï, vice-président russe de la Douma

📲 Dans #Le20hdeDariusRochebin @DariusRochebin https://t.co/lEhLnE2Rto","2023-01-27 20:50:08",1632,316,296,995,25
"Negative",0.683,0.6830339,0.27914312,0.037822958,26110930,"LCI",1619059211509370880,"40 ans de la mort de Louis de Funès : ses 10 répliques cultes https://t.co/3q7DQSBWxL https://t.co/VmJu7Qhewj","2023-01-27 20:46:11",23,4,0,19,0
"Neutral",0.444,0.23028716,0.44354478,0.326168,26110930,"LCI",1619055545486348326,"Alimentation : les moins de 35 ans consomment jusqu'à 4 fois moins de fruits et légumes que nos aînés https://t.co/dw0PIChGWr https://t.co/kfGi0rFctJ","2023-01-27 20:31:37",41,3,18,18,2
"Positive",0.613,0.04969695,0.33703503,0.613268,26110930,"LCI",1619051964679000073,"Les jeunes apprentis artisans relèvent le défi du développement durable https://t.co/4hE8RkK9H5 https://t.co/trMyOcRtDf","2023-01-27 20:17:23",10,2,1,7,0
"Negative",0.93,0.9301255,0.05178082,0.018093826,26110930,"LCI",1619049928260521991,"Conflit israélo-palestinien : tirs de roquettes, raids... pourquoi ce regain de tensions ? https://t.co/JtNRyVMeZQ https://t.co/EixizGtGAo","2023-01-27 20:09:18",16,1,9,6,0
"Negative",0.903,0.90259534,0.07664376,0.020760858,26110930,"LCI",1619049173784870912,"Suicide du jeune Lucas : quatre collégiens dans le viseur de la justice pour harcèlement https://t.co/VFFeaBLHtf https://t.co/BW0xRMqJgC","2023-01-27 20:06:18",13,1,2,9,1
"Positive",0.657,0.025801254,0.31761286,0.6565859,26110930,"LCI",1619047859487227937,"Airbus : les embauches décollent avec 13.000 recrutements prévus en 2023 https://t.co/s7IZtikx5N https://t.co/MCRXAOJ34l","2023-01-27 20:01:04",26,4,4,16,2
"Negative",0.93,0.9304596,0.04400953,0.02553087,26110930,"LCI",1619044158102028288,"VIDÉO - Ils bivouaquent au sommet du Mont-Blanc, le maire de Saint-Gervais porte plainte https://t.co/aXXyIzGsua https://t.co/TVBRsJSFbd","2023-01-27 19:46:22",25,3,7,13,2
"Neutral",0.562,0.06573317,0.56179297,0.3724739,26110930,"LCI",1619042264960974861,"🔴 EN DIRECT - Demi-finale du mondial de handball : la France veut sa revanche contre la Suède https://t.co/Bxh4YjVqVJ https://t.co/CU997OZJls","2023-01-27 19:38:50",10,3,1,6,0
"Neutral",0.784,0.052087523,0.78382546,0.16408698,26110930,"LCI",1619040433279057936,"Avant Rihanna, DJ Snake se produira aussi au Super Bowl https://t.co/vA05EausQW https://t.co/WHHREMVDnr","2023-01-27 19:31:34",7,1,1,5,0
"Positive",0.854,0.031726334,0.11429591,0.85397774,26110930,"LCI",1619036672087277570,"Gard : un bébé positif à la cocaïne, sa nounou reconnaît en avoir laissé traîner https://t.co/TojfraxIzc https://t.co/u2KhBvJbsb","2023-01-27 19:16:37",15,3,3,7,2
"Neutral",0.631,0.22981659,0.6308937,0.13928969,26110930,"LCI",1619035008995409926,"Les quatre régions ukrainiennes annexées par la Russie vont passer à l'heure de Moscou https://t.co/s9X83HFMom https://t.co/5ZPhehxxpf","2023-01-27 19:10:01",50,6,11,32,1
"Positive",0.909,0.022974294,0.06817937,0.9088463,26110930,"LCI",1619033024330436608,"Une histoire d'entraide : le joli succès des colocations entre jeunes et seniors https://t.co/brHgTF5jm8 https://t.co/QI7nJW8jEI","2023-01-27 19:02:07",11,1,0,10,0
"Neutral",0.543,0.2429909,0.54273945,0.21426965,26110930,"LCI",1619029127733952518,"Les demandes de changement de nom en forte hausse https://t.co/6RBn1P0JAG https://t.co/eLnPCiFWRF","2023-01-27 18:46:38",68,6,18,42,2
"Negative",0.832,0.83201003,0.1277727,0.04021728,26110930,"LCI",1619027365249662983,"Pollution aux microbilles plastiques : le parquet de Brest ouvre une enquête https://t.co/GSEbozB2O1 https://t.co/M1P8CsliFN","2023-01-27 18:39:38",17,4,0,13,0
"Negative",0.484,0.48415008,0.2795777,0.23627228,26110930,"LCI",1619025351631409153,"Eva Green réclame un cachet d'un million de dollars pour un film annulé https://t.co/sdzZ4gAV3v https://t.co/2iLSHiT4P8","2023-01-27 18:31:38",16,3,3,10,0
"Negative",0.917,0.9174043,0.06456047,0.018035239,26110930,"LCI",1619021628444217371,"Maltraitance animale : bientôt des référents dans chaque commissariat et gendarmerie https://t.co/sjWX3XMRZ8 https://t.co/WTvV6iWnst","2023-01-27 18:16:50",55,3,8,44,0
"Negative",0.593,0.59328586,0.2733465,0.13336764,26110930,"LCI",1619019150902587392,"📌 DEMAIN

🗣️Comment briser le tabou du cancer en entreprise ?

▶  Anne Ramon  (@AnneRamon1), directrice #RSE de Malakoff Humanis, sera l'invitée de @SylviaAmicone dans ""Impact Positif"" (@IPositifs).

⏰ Tous les samedis à partir de 14h45 sur #La26 https://t.co/ynTiMiMYZw","2023-01-27 18:07:00",20,7,0,12,1
"Negative",0.894,0.89381087,0.09318297,0.013006247,26110930,"LCI",1619018057057275906,"""Un problème de santé publique"" : jusqu'à 10% des rendez-vous médicaux ne sont pas honorés https://t.co/R16BM6wOrW https://t.co/IVPbR5Uto8","2023-01-27 18:02:39",9,1,4,4,0
